Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
39,MIL,Rafer Alston,California State University Fresno,671,19392,6799,1891,3202,.383,.354,.729,28.9,10.1,2.8,4.8,32.9,.081
40,DET,Korleone Young,,3,15,13,4,1,.500,.250,1.000,5.0,4.3,1.3,0.3,0.1,.280
41,HOU,Cuttino Mobley,University of Rhode Island,747,27618,11964,2902,2015,.433,.378,.835,37.0,16.0,3.9,2.7,52.2,.091
42,ORL,Miles Simon,University of Arizona,5,19,2,2,0,.200,.000,,3.8,0.4,0.4,0.0,-0.1,-0.289
43,WAS,Jahidi White,Georgetown University,334,5913,1954,1944,63,.510,.000,.534,17.7,5.9,5.8,0.2,10.4,.085
44,NYK,Sean Marks,University of California,230,2275,638,501,50,.448,.200,.665,9.9,2.8,2.2,0.2,2.6,.055
45,LAL,Toby Bailey,University of California Los Angeles,73,698,241,126,43,.407,.200,.692,9.6,3.3,1.7,0.6,1.0,.072
46,MIN,Andrae Patterson,Indiana University,40,304,120,67,16,.455,.000,.778,7.6,3.0,1.7,0.4,0.7,.114
47,TOR,Tyson Wheeler,University of Rhode Island,1,3,4,0,2,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.1,1.367
48,CLE,Ryan Stack,University of South Carolina,43,397,99,79,10,.352,.000,.787,9.2,2.3,1.8,0.2,0.2,.028
49,ATL,Cory Carr,Texas Tech University,42,624,171,49,66,.329,.167,.750,14.9,4.1,1.2,1.6,-1.2,-0.089
50,CHH,Andrew Betts,California State University Long Beach,,,,,,,,,,,,,,
51,MIA,Corey Brewer,University of Oklahoma,,,,,,,,,,,,,,
52,SAS,Derrick Dial,Eastern Michigan University,82,687,253,133,63,.372,.190,.672,8.4,3.1,1.6,0.8,0.6,.045
53,DAL,Greg Buckner,Clemson University,570,10895,2878,1593,719,.450,.334,.757,19.1,5.0,2.8,1.3,20.9,.092
54,DEN,Tremaine Fowlkes,California State University Fresno,103,1233,301,228,54,.409,.200,.791,12.0,2.9,2.2,0.5,2.1,.080
55,DEN,Ryan Bowen,University of Iowa,507,6502,1319,1060,250,.456,.206,.693,12.8,2.6,2.1,0.5,12.4,.092
56,VAN,J.R. Henderson,University of California Los Angeles,30,331,97,47,22,.365,.400,.556,11.0,3.2,1.6,0.7,-0.2,-0.025
57,UTA,Torraye Braggs,Xavier University,22,178,46,51,7,.475,,.667,8.1,2.1,2.3,0.3,0.3,.071
58,CHI,Maceo Baston,University of Michigan,105,831,286,175,26,.616,.375,.740,7.9,2.7,1.7,0.2,2.3,.134
