Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
91,PHI,Earl Harrison,Morehead State University,,,,,,,,,,,,,,
92,LAL,John Revelli,Stanford University,,,,,,,,,,,,,,
93,BOS,Kevin Mullin,Princeton University,,,,,,,,,,,,,,
94,IND,Gene Smith,Georgetown University,,,,,,,,,,,,,,
95,CHI,Lamont Robinson,Lamar University,,,,,,,,,,,,,,
96,CLE,Vince Hinchen,Boise State University,,,,,,,,,,,,,,
97,HOU,Al McClain,University of New Hampshire,,,,,,,,,,,,,,
98,LAC,Alonza Allen,University of Louisiana at Lafayette,,,,,,,,,,,,,,
99,WSB,Cohn Irish,Bowling Green State University,,,,,,,,,,,,,,
100,SAS,Eric Richardson,University of Alabama,,,,,,,,,,,,,,
101,GSW,Steve Bartek,Doane College,,,,,,,,,,,,,,
102,KCK,Jim Foster,University of South Carolina,,,,,,,,,,,,,,
103,DEN,Prince Bridges,University of Missouri,,,,,,,,,,,,,,
104,ATL,Terry Martin,University of Louisiana at Monroe,,,,,,,,,,,,,,
105,PHO,Bill Flye,University of Richmond,,,,,,,,,,,,,,
106,SEA,Eli Pasquale,,,,,,,,,,,,,,,
107,DAL,Dave Williams,University of Illinois at Chicago,,,,,,,,,,,,,,
108,UTA,Marcus Gaither,Fairleigh Dickinson University,,,,,,,,,,,,,,
109,NJN,Michael Gerren,University of South Alabama,,,,,,,,,,,,,,
110,GSW,Scott McCollum,Pepperdine University,,,,,,,,,,,,,,
111,POR,Mike Whitmarsh,University of San Diego,,,,,,,,,,,,,,
112,DET,Rick Doyle,University of Texas at San Antonio,,,,,,,,,,,,,,
113,MIL,Ernie Floyd,College of the Holy Cross,,,,,,,,,,,,,,
114,PHI,Dan Federman,University of Tennessee,,,,,,,,,,,,,,
115,LAL,Lance Berwald,North Dakota State University,,,,,,,,,,,,,,
116,BOS,Todd Orlando,Bentley College,,,,,,,,,,,,,,
117,IND,Clyde Vaughn,University of Pittsburgh,,,,,,,,,,,,,,
118,CHI,Jeff Tipton,Morehead State University,,,,,,,,,,,,,,
119,CLE,Matt Doherty,University of North Carolina,,,,,,,,,,,,,,
120,MIL,McKinley Singleton,University of Alabama at Birmingham,2,10,4,0,1,.667,.000,,5.0,2.0,0.0,0.5,0.0,.131
121,LAC,Phillip Haynes,University of Memphis,,,,,,,,,,,,,,
122,WSB,Blaise Bugajeski,Illinois Wesleyan University,,,,,,,,,,,,,,
123,GSW,Tony Martin,University of Wyoming,,,,,,,,,,,,,,
124,SAS,Dion Brown,University of Louisiana at Lafayette,,,,,,,,,,,,,,
125,DEN,Willie Burton,University of Tennessee,,,,,,,,,,,,,,
126,KCK,Bruce Vanley,University of Tulsa,,,,,,,,,,,,,,
127,ATL,Jim Master,University of Kentucky,,,,,,,,,,,,,,
128,PHO,Herman Veal,University of Maryland,,,,,,,,,,,,,,
129,SEA,Graylin Warner,University of Louisiana at Lafayette,,,,,,,,,,,,,,
130,DAL,LaVerne Evans,Marshall University,,,,,,,,,,,,,,
131,NJN,Oscar Schmidt,,,,,,,,,,,,,,,
132,UTA,Chris Harrison,West Virginia Wesleyan College,,,,,,,,,,,,,,
133,NYK,Eddie Lee Wilkins,Gardner-Webb University,322,3787,1534,1002,62,.470,.000,.564,11.8,4.8,3.1,0.2,2.5,.032
134,POR,Lance Ball,Western Oregon University,,,,,,,,,,,,,,
135,DET,Rennie Bailey,Louisiana Tech University,,,,,,,,,,,,,,
136,MIL,Mike Reddick,Stetson University,,,,,,,,,,,,,,
137,PHI,Gary Springer,Iona College,,,,,,,,,,,,,,
138,LAL,Keith Jones,Stanford University,,,,,,,,,,,,,,
139,BOS,Steve Carfino,University of Iowa,,,,,,,,,,,,,,
140,IND,Kenton Edelin,University of Virginia,10,143,11,26,10,.308,,.375,14.3,1.1,2.6,1.0,0.1,.042
141,CHI,Butch Hays,University of California,,,,,,,,,,,,,,
142,CLE,Joe Jakubick,University of Akron,,,,,,,,,,,,,,
143,HOU,Joedy Gardner,California State University Long Beach,,,,,,,,,,,,,,
144,LAC,David Brantley,University of Oregon,,,,,,,,,,,,,,
145,WSB,Tim Garrett,University of New Mexico,,,,,,,,,,,,,,
146,SAS,Michael Pitts,University of California,,,,,,,,,,,,,,
147,GSW,Cliff Higgins,California State University Northridge,,,,,,,,,,,,,,
148,KCK,Chip Harris,Robert Morris University (PA),,,,,,,,,,,,,,
149,DEN,Mark Simpson,Cawtaba College,,,,,,,,,,,,,,
150,ATL,Vince Martello,Florida State University,,,,,,,,,,,,,,
151,PHO,Raymond Crenshaw,Oklahoma State University,,,,,,,,,,,,,,
152,SEA,Gary Gatewood,University of Oregon,,,,,,,,,,,,,,
153,DAL,George Turner,University of California Irvine,,,,,,,,,,,,,,
154,UTA,Bob Evans,Southern Utah University,,,,,,,,,,,,,,
155,NJN,Sean Kerins,Syracuse University,,,,,,,,,,,,,,
156,NYK,Ken Bannister,Saint Augustine's College,253,3867,1501,893,111,.488,.000,.492,15.3,5.9,3.5,0.4,0.6,.007
157,POR,Victor Anger,Pepperdine University,,,,,,,,,,,,,,
158,DET,Barry Francisco,Bloomsburg University of Pennsylvania,,,,,,,,,,,,,,
159,MIL,Tony William,Florida State University,,,,,,,,,,,,,,
160,PHI,Rich Congo,Drexel University,,,,,,,,,,,,,,
161,LAL,Richard Haenisch,Chaminade University of Honolulu,,,,,,,,,,,,,,
162,BOS,Mark Van Valkenburg,Framingham State College,,,,,,,,,,,,,,
163,IND,Tom Heitz,University of Kentucky,,,,,,,,,,,,,,
164,CHI,Brett Crawford,Alliant International University,,,,,,,,,,,,,,
165,CLE,Elliot Beard,Oberlin College,,,,,,,,,,,,,,
166,HOU,Greg Wolff,Angelo State University,,,,,,,,,,,,,,
167,LAC,Jim McLoughlin,Temple University,,,,,,,,,,,,,,
168,WSB,Darryl Odom,West Virginia Wesleyan College,,,,,,,,,,,,,,
169,GSW,Paul Brozovich,University of Nevada Las Vegas,,,,,,,,,,,,,,
170,SAS,Dan Tarkanian,University of Nevada Las Vegas,,,,,,,,,,,,,,
171,DEN,Bill Wendlandt,University of Texas at Austin,,,,,,,,,,,,,,
172,KCK,Nate Rollins,Fort Hays State University,,,,,,,,,,,,,,
173,ATL,Robert Brown,Long Island University,,,,,,,,,,,,,,
174,PHO,Mark Fothergill,University of Maryland,,,,,,,,,,,,,,
175,SEA,Jerry McMillan,DePaul University,,,,,,,,,,,,,,
176,DAL,Leroy Sutton,University of Arkansas,,,,,,,,,,,,,,
177,NJN,Chris Winans,University of Utah,,,,,,,,,,,,,,
178,UTA,Eric Booker,University of Nevada Las Vegas,,,,,,,,,,,,,,
179,NYK,Ricky Tunstall,Youngstown State University,,,,,,,,,,,,,,
180,POR,Steve Flint,University of California San Diego,,,,,,,,,,,,,,
181,DET,Dale Roberts,Appalachian State University,,,,,,,,,,,,,,
182,MIL,Brad Jergenson,University of South Carolina,,,,,,,,,,,,,,
183,PHI,Frank Dobbs,Villanova University,,,,,,,,,,,,,,
184,BOS,Champ Godboldt,College of the Holy Cross,,,,,,,,,,,,,,
185,IND,Brian Martin,University of Kansas,8,21,6,4,0,.429,,.000,2.6,0.8,0.5,0.0,-0.1,-0.132
186,CHI,Calvin Pierce,University of Oklahoma,,,,,,,,,,,,,,
187,CLE,John Shimko,Xavier University,,,,,,,,,,,,,,
188,HOU,Bill Coon,Presbyterian College,,,,,,,,,,,,,,
189,LAC,Dave Schultz,Westmont College,,,,,,,,,,,,,,
190,WSB,Mike Emanuel,University of North Carolina at Pembroke,,,,,,,,,,,,,,
191,SAS,Melvin Roseboro,St. Mary's University,,,,,,,,,,,,,,
192,GSW,Mitch Arnold,California State University Fresno,,,,,,,,,,,,,,
193,KCK,Greg Turner,Auburn University,,,,,,,,,,,,,,
194,DEN,Cecil Exum,University of North Carolina,,,,,,,,,,,,,,
195,ATL,Fred Brown,Georgetown University,,,,,,,,,,,,,,
196,PHO,Buddy Cox,Bellarmine University,,,,,,,,,,,,,,
197,SEA,Mike Williams,Idaho State University,,,,,,,,,,,,,,
198,DAL,John Tudor,Louisiana State University,,,,,,,,,,,,,,
199,UTA,Kelly Knight,University of Kansas,,,,,,,,,,,,,,
200,NJN,Billy Ryan,Princeton University,,,,,,,,,,,,,,
201,NYK,Marc Marotta,Marquette University,,,,,,,,,,,,,,
202,POR,Dennis Black,University of Portland,,,,,,,,,,,,,,
203,DET,Ben Tower,Michigan State University,,,,,,,,,,,,,,
204,MIL,Edwin Green,University of Massachusetts Amherst,,,,,,,,,,,,,,
205,PHI,Michael Mitchell,Drexel University,,,,,,,,,,,,,,
206,BOS,Joe Dixon,Merrimack College,,,,,,,,,,,,,,
207,IND,Gary Carver,Western Kentucky University,,,,,,,,,,,,,,
208,CHI,Carl Lewis,University of Houston,,,,,,,,,,,,,,
209,CLE,Darrell Space,Northeastern Illinois University,,,,,,,,,,,,,,
210,HOU,Robert Turner,Canisius College,,,,,,,,,,,,,,
211,LAC,Dick Mumma,Pennsylvania State University,,,,,,,,,,,,,,
212,WSB,Glynn Myrick,Stetson University,,,,,,,,,,,,,,
213,GSW,Tim Bell,University of California Riverside,,,,,,,,,,,,,,
214,SAS,Frank Rodriguez,New Mexico State University,,,,,,,,,,,,,,
215,DEN,Dexter Bailey,Xavier University,,,,,,,,,,,,,,
216,KCK,Victor Coleman,Northwest Missouri State University,,,,,,,,,,,,,,
217,ATL,Doug Mills,Hofstra University,,,,,,,,,,,,,,
218,PHO,Ezra Hill,Liberty University,,,,,,,,,,,,,,
219,SEA,Greg Brandon,Creighton University,,,,,,,,,,,,,,
220,DAL,Napoleon Johnson,Grambling State University,,,,,,,,,,,,,,
221,NJN,Phil Jamison,Saint Peter's College,,,,,,,,,,,,,,
222,UTA,Mike Curran,Niagara University,,,,,,,,,,,,,,
223,NYK,Mike Henderson,Long Island University C.W. Post Campus,,,,,,,,,,,,,,
224,POR,Randy Dunn,George Fox University,,,,,,,,,,,,,,
225,DET,Dan Pelekoudas,University of Michigan,,,,,,,,,,,,,,
226,MIL,Mike Toomer,Florida Agricultural and Mechanical University,,,,,,,,,,,,,,
227,PHI,Martin Clark,Boston College,,,,,,,,,,,,,,
228,BOS,Dan Trant,Clark University,,,,,,,,,,,,,,
