Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
40,MIL,Winston Garland,Missouri State University,511,13391,4799,1433,2421,.430,.281,.830,26.2,9.4,2.8,4.7,14.2,.051
41,CLE,Kannard Johnson,Western Kentucky University,4,12,2,0,0,.333,,,3.0,0.5,0.0,0.0,-0.1,-0.238
42,ATL,Terence Bailey,Wagner College,,,,,,,,,,,,,,
43,PHI,Andrew Kennedy,University of Virginia,,,,,,,,,,,,,,
44,ATL,Terry Coner,University of Alabama,,,,,,,,,,,,,,
45,BOS,Brad Lohaus,University of Iowa,656,10378,3854,1869,714,.440,.361,.733,15.8,5.9,2.8,1.1,15.2,.070
46,PHO,Bruce Dalrymple,Georgia Institute of Technology,,,,,,,,,,,,,,
47,LAC,Tim McCalister,University of Oklahoma,,,,,,,,,,,,,,
48,NJN,Jamie Waller,Virginia Union University,9,91,42,13,3,.400,.000,.556,10.1,4.7,1.4,0.3,-0.2,-0.097
49,NYK,Jerome Batiste,McNeese State University,,,,,,,,,,,,,,
50,SAS,Phil Zevenbergen,University of Washington,8,58,30,13,3,.556,,.000,7.3,3.8,1.6,0.4,0.0,.041
51,SAC,Sven Myer,University of Oregon,,,,,,,,,,,,,,
52,CLE,Donald Royal,University of Notre Dame,504,8442,3161,1431,500,.473,.000,.770,16.8,6.3,2.8,1.0,19.1,.109
53,PHO,Winston Crite,Texas A&M University,31,264,87,65,15,.479,,.760,8.5,2.8,2.1,0.5,0.1,.012
54,DEN,Tom Schafer,Iowa State University,,,,,,,,,,,,,,
55,SEA,Tommy Amaker,Duke University,,,,,,,,,,,,,,
56,CHI,John Fox,Millersville University of Pennsylvania,,,,,,,,,,,,,,
57,PHI,Hansi Gnad,University of Alaska Anchorage,,,,,,,,,,,,,,
58,GSW,Darryl Johnson,Michigan State University,11,28,12,2,1,.417,.000,1.000,2.5,1.1,0.2,0.1,0.0,.010
59,WSB,Danny Pearson,Jacksonville University,,,,,,,,,,,,,,
60,IND,Sean Couch,Columbia University,,,,,,,,,,,,,,
61,UTA,Clarence Martin,Western Kentucky University,,,,,,,,,,,,,,
62,PHI,Eric Riggins,Rutgers University,,,,,,,,,,,,,,
63,POR,Kevin Gamble,University of Iowa,649,14508,6154,1457,1300,.502,.360,.810,22.4,9.5,2.2,2.0,33.3,.110
64,MIL,J. J. Weber,University of Wisconsin,,,,,,,,,,,,,,
65,DET,Eric White,Pepperdine University,55,788,336,132,26,.525,1.000,.798,14.3,6.1,2.4,0.5,1.3,.079
66,DAL,Mike Richmond,University of Texas at El Paso,,,,,,,,,,,,,,
67,ATL,Song Tao,,,,,,,,,,,,,,,
68,UTA,Billy Donovan,Providence College,44,364,105,25,87,.404,.000,.810,8.3,2.4,0.6,2.0,-0.1,-0.009
69,LAL,Willie Glass,St. John's University,,,,,,,,,,,,,,
70,BOS,Tom Sheehey,University of Virginia,,,,,,,,,,,,,,
71,NYK,Mike Morgan,Drake University,,,,,,,,,,,,,,
72,NJN,Andrew Moten,University of Florida,,,,,,,,,,,,,,
73,SAS,Todd May,Pikeville College,,,,,,,,,,,,,,
74,SAC,Joe Arlauckas,Niagara University,9,85,34,13,8,.326,,.750,9.4,3.8,1.4,0.9,-0.1,-0.045
75,CLE,Chris Dudley,Yale University,886,16321,3473,5457,375,.412,.000,.458,18.4,3.9,6.2,0.4,26.2,.077
76,PHO,Steve Beck,Arizona State University,,,,,,,,,,,,,,
77,DEN,David Boone,Marquette University,,,,,,,,,,,,,,
78,SEA,Todd Linder,University of Tampa,,,,,,,,,,,,,,
79,CHI,Jack Haley,University of California Los Angeles,341,3288,1180,922,82,.425,.000,.655,9.6,3.5,2.7,0.2,2.9,.042
80,CLE,Carven Holcomb,Texas Christian University,,,,,,,,,,,,,,
81,WSB,Scott Thompson,University of San Diego,,,,,,,,,,,,,,
82,HOU,Joe Niego,Lewis University,,,,,,,,,,,,,,
83,GSW,Benny Bolton,North Carolina State University,,,,,,,,,,,,,,
84,UTA,Reuben Holmes,Alabama State University,,,,,,,,,,,,,,
85,PHI,Brian Rahilly,University of Tulsa,,,,,,,,,,,,,,
86,POR,Norwood Barber,Florida State University,,,,,,,,,,,,,,
87,MIL,Darryl Bedford,Austin Peay State University,,,,,,,,,,,,,,
88,DET,Dave Popson,University of North Carolina,41,196,76,46,13,.405,.000,.750,4.8,1.9,1.1,0.3,-0.1,-0.033
89,DAL,David Johnson,University of Oklahoma,,,,,,,,,,,,,,
90,ATL,Theofanis Christodoulou,,,,,,,,,,,,,,,
91,BOS,Darryl Kennedy,University of Oklahoma,,,,,,,,,,,,,,
92,LAL,Ralph Tally,Norfolk State University,,,,,,,,,,,,,,
93,LAC,Chad Kessler,University of Georgia,,,,,,,,,,,,,,
94,NJN,James Blackmon,University of Kentucky,,,,,,,,,,,,,,
95,NYK,Glenn Clem,Vanderbilt University,,,,,,,,,,,,,,
96,SAS,Dennis Williams,University of Georgia,,,,,,,,,,,,,,
97,SAC,Vernon Carr,Michigan State University,,,,,,,,,,,,,,
98,CLE,Carl Lott,Texas Christian University,,,,,,,,,,,,,,
99,PHO,Brent Counts,University of the Pacific,,,,,,,,,,,,,,
100,DEN,Ron Grandison,University of New Orleans,105,872,254,163,58,.404,.167,.713,8.3,2.4,1.6,0.6,1.2,.064
101,SEA,Michael Tait,Clemson University,,,,,,,,,,,,,,
102,CHI,Anthony Wilson,Louisiana State University,,,,,,,,,,,,,,
103,IND,Mike Milling,University of North Carolina at Charlotte,,,,,,,,,,,,,,
104,HOU,Andre LaFleur,Northeastern University,,,,,,,,,,,,,,
105,GSW,Terry Williams,Southern Methodist University,,,,,,,,,,,,,,
106,WSB,Patrick Fairs,University of Texas at Austin,,,,,,,,,,,,,,
107,UTA,Bart Kofoed,University of Nebraska at Kearney,111,702,162,56,108,.387,.188,.614,6.3,1.5,0.5,1.0,0.0,.002
108,PHI,Frank Ross,American University,,,,,,,,,,,,,,
109,POR,David Moss,University of Tulsa,,,,,,,,,,,,,,
110,MIL,Brian Vaughns,University of California Santa Barbara,,,,,,,,,,,,,,
111,DET,Gerry Wright,University of Iowa,,,,,,,,,,,,,,
112,DAL,Sam Hill,Iowa State University,,,,,,,,,,,,,,
113,ATL,Jose Antonio Montero,,,,,,,,,,,,,,,
114,BOS,Dave Butler,University of California,,,,,,,,,,,,,,
115,LAL,Kenny Travis,New Mexico State University,,,,,,,,,,,,,,
116,LAC,Martin Nessley,Duke University,44,336,48,82,16,.385,,.444,7.6,1.1,1.9,0.4,-0.1,-0.014
117,NYK,Howard Triche,Syracuse University,,,,,,,,,,,,,,
118,NJN,Perry Bromwell,University of Pennsylvania,,,,,,,,,,,,,,
119,SAS,Ricky Brown,University of South Alabama,,,,,,,,,,,,,,
120,SAC,Darryl Thomas,Indiana University,,,,,,,,,,,,,,
121,CLE,Harold Jensen,Villanova University,,,,,,,,,,,,,,
122,PHO,Marcel Boyce,University of Akron,,,,,,,,,,,,,,
123,DEN,Kelvin Scarborough,University of New Mexico,,,,,,,,,,,,,,
124,SEA,Tom Gneiting,Brigham Young University,,,,,,,,,,,,,,
125,CHI,Doug Altenberger,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,
126,IND,Gary Graham,University of Nevada Las Vegas,,,,,,,,,,,,,,
127,GSW,Sarunas Marciulionis,,363,8123,4631,819,807,.505,.369,.768,22.4,12.8,2.3,2.2,20.0,.118
128,WSB,Dwayne Scholten,Washington State University,,,,,,,,,,,,,,
129,HOU,Fred Jenkins,University of Tennessee,,,,,,,,,,,,,,
130,UTA,Art Sabb,Bloomfield College,,,,,,,,,,,,,,
131,PHI,Tracy Foster,University of Alabama at Birmingham,,,,,,,,,,,,,,
132,POR,Bernard Johnson,Loyola University of Chicago,,,,,,,,,,,,,,
133,MIL,Gay Elmore,Virginia Military Institute,,,,,,,,,,,,,,
134,DET,Antoine Joubert,University of Michigan,,,,,,,,,,,,,,
135,DAL,Quintan Gates,University of Texas at El Paso,,,,,,,,,,,,,,
136,ATL,Riccardo Morandotti,,,,,,,,,,,,,,,
137,BOS,Tim Naegeli,University of Wisconsin-Stevens Point,,,,,,,,,,,,,,
138,LAL,Frank Ford,Auburn University,,,,,,,,,,,,,,
139,LAC,Henry Carr,Wichita State University,,,,,,,,,,,,,,
140,NJN,Frank Booker,Bowling Green State University,,,,,,,,,,,,,,
141,NYK,Wayne Williams,Saint Joseph's University,,,,,,,,,,,,,,
142,SAS,Raynard Davis,University of Texas at Austin,,,,,,,,,,,,,,
143,SAC,Scott Adubato,Upsala College,,,,,,,,,,,,,,
144,CLE,Michael Foster,University of South Carolina,,,,,,,,,,,,,,
145,PHO,Roy Singleton,Grand Canyon University,,,,,,,,,,,,,,
146,DEN,Rowan Gomes,Hampton University,,,,,,,,,,,,,,
147,SEA,Mike Giomi,North Carolina State University,,,,,,,,,,,,,,
148,CHI,Earvin Leavy,Central Michigan University,,,,,,,,,,,,,,
149,IND,Montel Hatcher,University of California Los Angeles,,,,,,,,,,,,,,
150,WSB,Jamie Dixon,Texas Christian University,,,,,,,,,,,,,,
151,HOU,Clarence Grier,Campbell University,,,,,,,,,,,,,,
152,GSW,Ronnie Leggette,West Virginia State University,,,,,,,,,,,,,,
153,UTA,Keith Webster,Harvard University,,,,,,,,,,,,,,
154,PHI,Eric Semisch,West Virginia University,,,,,,,,,,,,,,
155,POR,Kenny Stone,George Fox University,,,,,,,,,,,,,,
156,DEN,Curtis Hunter,University of North Carolina,,,,,,,,,,,,,,
157,DET,Mark Gottfried,University of Alabama,,,,,,,,,,,,,,
158,DAL,Gerald White,Auburn University,,,,,,,,,,,,,,
159,ATL,Franjo Arapovic,,,,,,,,,,,,,,,
160,BOS,Jerry Corcoran,Northeastern University,,,,,,,,,,,,,,
161,LAL,Ron Vanderschaaf,Central Washington University,,,,,,,,,,,,,,
