Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
30,ORL,Anderson Varejao,,469,12027,3604,3544,514,.514,.031,.621,25.6,7.7,7.6,1.1,37.9,.151
31,CHI,Jackson Vroman,Iowa State University,87,1111,285,261,51,.408,.000,.580,12.8,3.3,3.0,0.6,0.0,.001
32,WAS,Peter John Ramos,,6,20,11,4,0,.500,,.500,3.3,1.8,0.7,0.0,0.0,-0.108
33,LAC,Lionel Chalmers,Xavier University,36,433,111,31,51,.336,.245,.625,12.0,3.1,0.9,1.4,-0.2,-0.025
34,ATL,Donta Smith,Southeastern Illinois College,61,560,165,66,48,.421,.308,.650,9.2,2.7,1.1,0.8,0.5,.043
35,SEA,Andre Emmett,Texas Tech University,14,73,20,8,1,.462,.000,.615,5.2,1.4,0.6,0.1,0.1,.040
36,ORL,Antonio Burks,University of Memphis,81,789,186,49,104,.387,.235,.571,9.7,2.3,0.6,1.3,0.1,.004
37,ATL,Royal Ivey,University of Texas at Austin,490,6157,1641,556,501,.407,.362,.706,12.6,3.3,1.1,1.0,4.6,.036
38,CHI,Chris Duhon,Duke University,606,15526,3946,1364,2690,.393,.363,.784,25.6,6.5,2.3,4.4,25.0,.077
39,TOR,Albert Miralles,,,,,,,,,,,,,,,
40,BOS,Justin Reed,University of Mississippi,136,1436,472,186,68,.404,.000,.752,10.6,3.5,1.4,0.5,0.5,.016
41,SEA,David Young,North Carolina Central University,,,,,,,,,,,,,,
42,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,
43,NYK,Trevor Ariza,University of California Los Angeles,555,14254,5031,2461,1086,.429,.325,.685,25.7,9.1,4.4,2.0,26.1,.088
44,NOH,Tim Pickett,Florida State University,,,,,,,,,,,,,,
45,CHA,Bernard Robinson,University of Michigan,128,1909,576,315,126,.417,.161,.786,14.9,4.5,2.5,1.0,2.0,.049
46,POR,Ha Seung-Jin,,46,316,70,67,3,.519,,.500,6.9,1.5,1.5,0.1,-0.2,-0.029
47,MIA,Pape Sow,California State University Fullerton,76,879,219,214,12,.416,,.678,11.6,2.9,2.8,0.2,0.8,.044
48,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,
49,MEM,Sergei Lishouk,,,,,,,,,,,,,,,
50,DAL,Vassilis Spanoulis,,31,272,85,22,28,.319,.172,.810,8.8,2.7,0.7,0.9,-0.1,-0.010
51,NJN,Christian Drejer,University of Florida,,,,,,,,,,,,,,
52,SAS,Romain Sato,Xavier University,,,,,,,,,,,,,,
53,MIA,Matt Freije,Vanderbilt University,42,588,133,85,27,.293,.224,.714,14.0,3.2,2.0,0.6,-0.6,-0.047
54,DET,Rickey Paulding,University of Missouri,,,,,,,,,,,,,,
55,HOU,Luis Flores,Manhattan College,16,77,35,3,11,.483,.500,1.000,4.8,2.2,0.2,0.7,0.0,-0.020
56,LAL,Marcus Douthit,Providence College,,,,,,,,,,,,,,
57,SAS,Sergei Karaulov,,,,,,,,,,,,,,,
58,MIN,Blake Stepp,Gonzaga University,,,,,,,,,,,,,,
59,IND,Rashad Wright,University of Georgia,,,,,,,,,,,,,,
