Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
31,POR,Reggie Smith,Texas Christian University,66,384,99,120,5,.394,.000,.404,5.8,1.5,1.8,0.1,0.4,.051
32,WSB,Brent Price,University of Oklahoma,418,7007,2481,684,1236,.426,.387,.824,16.8,5.9,1.6,3.0,12.0,.082
33,CHI,Corey Williams,Oklahoma State University,39,288,92,37,29,.367,.250,.826,7.4,2.4,0.9,0.7,0.2,.037
34,MIN,Chris Smith,University of Connecticut,224,3956,1140,291,627,.435,.366,.713,17.7,5.1,1.3,2.8,3.2,.039
35,CHH,Tony Bennett,University of Wisconsin-Green Bay,152,1886,538,155,303,.412,.335,.732,12.4,3.5,1.0,2.0,1.6,.041
36,LAL,Duane Cooper,University of Southern California,88,781,204,59,178,.402,.216,.720,8.9,2.3,0.7,2.0,-0.5,-0.032
37,MIA,Isaiah Morris,University of Arkansas,25,102,55,12,4,.456,,.750,4.1,2.2,0.5,0.2,0.0,-0.022
38,ATL,Elmer Bennett,University of Notre Dame,21,159,48,10,22,.340,.273,.722,7.6,2.3,0.5,1.0,-0.3,-0.095
39,CHI,Litterial Green,University of Georgia,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066
40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,
41,HOU,Popeye Jones,Murray State University,535,12579,3726,3981,696,.447,.281,.751,23.5,7.0,7.4,1.3,22.0,.084
42,MIA,Matt Geiger,Georgia Institute of Technology,552,12221,5059,3158,388,.499,.232,.728,22.1,9.2,5.7,0.7,28.4,.112
43,GSW,Sasha Danilovic,,75,2331,957,182,149,.439,.379,.789,31.1,12.8,2.4,2.0,4.2,.087
44,SAS,Henry Williams,University of North Carolina at Charlotte,,,,,,,,,,,,,,
45,SEA,Chris King,Wake Forest University,103,2058,693,311,116,.423,.383,.633,20.0,6.7,3.0,1.1,1.0,.023
46,DEN,Robert Werdann,St. John's University,47,273,101,81,9,.378,.000,.574,5.8,2.1,1.7,0.2,0.1,.026
47,BOS,Darren Morningstar,University of Pittsburgh,23,367,96,81,15,.476,,.600,16.0,4.2,3.5,0.7,0.4,.048
48,PHO,Brian Davis,Duke University,68,374,131,55,22,.317,.333,.735,5.5,1.9,0.8,0.3,0.0,.000
49,PHO,Ron Ellis,Louisiana Tech University,,,,,,,,,,,,,,
50,GSW,Matt Fish,University of North Carolina at Wilmington,50,512,177,110,25,.500,.000,.625,10.2,3.5,2.2,0.5,0.6,.058
51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,
52,CHI,Matt Steigenga,Michigan State University,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-0.126
53,HOU,Curtis Blair,University of Richmond,,,,,,,,,,,,,,
54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,
