Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
25,UTA,Morris Almond,Rice University,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005
26,HOU,Aaron Brooks,University of Oregon,325,7806,3772,586,1106,.415,.364,.844,24.0,11.6,1.8,3.4,12.5,.077
27,DET,Arron Afflalo,University of California Los Angeles,426,11142,4230,1210,757,.459,.383,.814,26.2,9.9,2.8,1.8,21.4,.092
28,SAS,Tiago Splitter,,200,3856,1665,1022,221,.572,.000,.675,19.3,8.3,5.1,1.1,15.1,.188
29,PHO,Alando Tucker,University of Wisconsin,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,
31,SEA,Carl Landry,Purdue University,389,9530,4611,2062,292,.536,.176,.784,24.5,11.9,5.3,0.8,30.6,.154
32,BOS,Gabe Pruitt,University of Southern California,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043
33,SAS,Marcus Williams,University of Arizona,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-0.084
34,DAL,Nick Fazekas,University of Nevada Reno,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148
35,SEA,Glen Davis,Louisiana State University,372,8299,3176,1716,341,.444,.150,.707,22.3,8.5,4.6,0.9,15.2,.088
36,GSW,Jermareo Davidson,University of Alabama,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000
37,POR,Josh McRoberts,Duke University,272,4633,1343,1089,404,.497,.314,.704,17.0,4.9,4.0,1.5,10.5,.109
38,PHI,Kyrylo Fesenko,,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038
39,MIA,Stanko Barac,,,,,,,,,,,,,,,
40,LAL,Sun Yue,,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-0.226
41,MIN,Chris Richard,University of Florida,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045
42,POR,Derrick Byars,Vanderbilt University,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147
43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,
44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,
46,GSW,Stephane Lasme,University of Massachusetts Amherst,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041
47,WAS,Dominic McGuire,California State University Fresno,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037
48,LAL,Marc Gasol,,377,12742,5013,3015,1030,.520,.143,.746,33.8,13.3,8.0,2.7,42.4,.160
49,CHI,Aaron Gray,University of Pittsburgh,281,3496,1001,1079,185,.514,.000,.563,12.4,3.6,3.8,0.7,6.1,.084
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,
51,CHI,JamesOn Curry,Oklahoma State University,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,
52,POR,Taurean Green,University of Florida,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-0.066
53,POR,Demetris Nichols,Syracuse University,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-0.203
54,HOU,Brad Newley,,,,,,,,,,,,,,,
55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,
56,MIL,Ramon Sessions,University of Nevada Reno,384,9847,4460,1179,1840,.441,.324,.798,25.6,11.6,3.1,4.8,18.4,.090
57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,
58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,
59,PHO,D.J. Strawberry,University of Maryland,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-0.031
60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,
