Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
21,NOH,Darren Collison,University of California Los Angeles,296,8719,3578,823,1537,.463,.360,.862,29.5,12.1,2.8,5.2,16.7,.092
22,POR,Victor Claver,,49,812,187,119,43,.392,.287,.467,16.6,3.8,2.4,0.9,-0.1,-0.005
23,SAC,Omri Casspi,,256,5477,2034,998,263,.421,.353,.663,21.4,7.9,3.9,1.0,6.9,.060
24,DAL,Byron Mullens,Ohio State University,144,3032,1209,698,139,.403,.301,.724,21.1,8.4,4.8,1.0,0.1,.001
25,OKC,Rodrigue Beaubois,,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079
26,CHI,Taj Gibson,University of Southern California,290,6689,2305,1746,236,.485,.083,.655,23.1,7.9,6.0,0.8,17.7,.127
27,MEM,DeMarre Carroll,University of Missouri,173,2304,719,399,116,.428,.284,.734,13.3,4.2,2.3,0.7,4.2,.087
28,MIN,Wayne Ellington,University of North Carolina,267,5199,1840,532,283,.416,.382,.853,19.5,6.9,2.0,1.1,4.7,.044
29,LAL,Toney Douglas,Florida State University,246,5003,2108,562,584,.407,.359,.835,20.3,8.6,2.3,2.4,8.1,.078
30,CLE,Christian Eyenga,,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,-0.4,-0.020
31,SAC,Jeff Pendergraph,Arizona State University,96,880,283,235,20,.524,.500,.860,9.2,2.9,2.4,0.2,2.6,.140
32,WAS,Jermaine Taylor,University of Central Florida,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014
33,POR,Dante Cunningham,Villanova University,285,5478,1753,1091,161,.478,.043,.667,19.2,6.2,3.8,0.6,10.9,.096
34,DEN,Sergio Llull,,,,,,,,,,,,,,,
35,DET,DaJuan Summers,Georgetown University,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-0.008
36,MEM,Sam Young,University of Pittsburgh,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063
37,SAS,DeJuan Blair,University of Pittsburgh,288,5442,2251,1672,265,.528,.000,.606,18.9,7.8,5.8,0.9,15.6,.138
38,POR,Jon Brockman,University of Washington,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113
39,DET,Jonas Jerebko,,193,4592,1674,971,144,.469,.306,.755,23.8,8.7,5.0,0.7,9.7,.102
40,CHA,Derrick Brown,Xavier University,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085
41,MIL,Jodie Meeks,University of Kentucky,278,6088,2229,602,240,.404,.367,.887,21.9,8.0,2.2,0.9,13.1,.103
42,LAL,Patrick Beverley,University of Arkansas,41,713,228,109,117,.418,.375,.829,17.4,5.6,2.7,2.9,2.2,.148
43,MIA,Marcus Thornton,Louisiana State University,269,7153,3858,838,438,.438,.365,.832,26.6,14.3,3.1,1.6,14.6,.098
44,DET,Chase Budinger,University of Arizona,233,5032,2196,789,314,.433,.358,.804,21.6,9.4,3.4,1.3,10.3,.098
45,MIN,Nick Calathes,University of Florida,,,,,,,,,,,,,,
46,CLE,Danny Green,University of North Carolina,174,3930,1522,504,234,.445,.424,.811,22.6,8.7,2.9,1.3,10.7,.131
47,MIN,Henk Norel,,,,,,,,,,,,,,,
48,PHO,Taylor Griffin,University of Oklahoma,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-0.039
49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,
50,UTA,Goran Suton,Michigan State University,,,,,,,,,,,,,,
51,SAS,Jack McClinton,University of Miami,,,,,,,,,,,,,,
52,IND,A.J. Price,University of Connecticut,207,3506,1346,335,508,.380,.322,.755,16.9,6.5,1.6,2.5,4.5,.061
53,SAS,Nando De Colo,,72,920,276,138,138,.436,.378,.795,12.8,3.8,1.9,1.9,1.3,.070
54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,
55,POR,Patrick Mills,Saint Mary's College of California,148,1738,838,131,215,.444,.387,.807,11.7,5.7,0.9,1.5,3.1,.084
56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,,,,,
57,PHO,Emir Preldzic,,,,,,,,,,,,,,,
58,BOS,Lester Hudson,University of Tennessee at Martin,52,538,250,69,66,.372,.263,.810,10.3,4.8,1.3,1.3,0.0,.003
59,LAL,Chinemelu Elonu,Texas A&M University,,,,,,,,,,,,,,
60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,,,,,
