Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,
50,SEA,DeVon Hardin,University of California,,,,,,,,,,,,,,
51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,
52,MIA,Darnell Jackson,University of Kansas,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059
53,UTA,Tadija Dragicevic,,,,,,,,,,,,,,,
54,HOU,Maarty Leunen,University of Oregon,,,,,,,,,,,,,,
55,POR,Mike Taylor,Iowa State University,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-0.028
56,SEA,Sasha Kaun,University of Kansas,,,,,,,,,,,,,,
57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,
58,LAL,Joe Crawford,University of Kentucky,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037
59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,
60,BOS,Semih Erden,,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094
