Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
32,NJN,Stanley Brundy,DePaul University,16,128,37,26,3,.500,,.389,8.0,2.3,1.6,0.2,0.2,.057
33,LAC,Jay Edwards,Indiana University,4,26,7,2,4,.429,.000,.333,6.5,1.8,0.5,1.0,0.0,.022
34,MIN,Gary Leonard,University of Missouri,31,149,44,34,2,.459,.000,.500,4.8,1.4,1.1,0.1,0.1,.029
35,DAL,Pat Durham,Colorado State University,64,930,323,108,57,.469,.192,.667,14.5,5.0,1.7,0.9,0.7,.037
36,POR,Clifford Robinson,University of Connecticut,1380,42561,19591,6306,3094,.438,.356,.689,30.8,14.2,4.6,2.2,89.7,.101
37,ORL,Michael Ansley,University of Alabama,149,2143,1026,621,67,.513,,.722,14.4,6.9,4.2,0.4,6.4,.142
38,MIN,Doug West,Villanova University,676,16649,6477,1670,1292,.481,.191,.801,24.6,9.6,2.5,1.9,17.7,.051
39,WSB,Ed Horton,University of Iowa,45,374,202,108,19,.494,.000,.609,8.3,4.5,2.4,0.4,0.4,.050
40,BOS,Dino Radja,,224,7308,3733,1883,356,.497,.000,.735,32.6,16.7,8.4,1.6,14.3,.094
41,WSB,Doug Roth,University of Tennessee,42,412,81,120,20,.430,.000,.500,9.8,1.9,2.9,0.5,0.4,.052
42,DEN,Michael Cutright,McNeese State University,,,,,,,,,,,,,,
43,CLE,Chucky Brown,North Carolina State University,694,11962,4125,2148,549,.491,.227,.699,17.2,5.9,3.1,0.8,19.0,.076
44,PHI,Reggie Cross,University of Hawaii,,,,,,,,,,,,,,
45,MIA,Scott Haffner,University of Evansville,50,609,213,55,89,.403,.130,.667,12.2,4.3,1.1,1.8,-0.1,-0.012
46,PHO,Ricky Blanton,Louisiana State University,2,13,6,3,1,.429,,,6.5,3.0,1.5,0.5,0.0,.088
47,DEN,Reggie Turner,University of Alabama at Birmingham,,,,,,,,,,,,,,
48,UTA,Junie Lewis,University of South Alabama,,,,,,,,,,,,,,
49,ATL,Haywoode Workman,Oral Roberts University,359,7202,1967,819,1410,.419,.323,.764,20.1,5.5,2.3,3.9,10.7,.071
50,NYK,Brian Quinnett,Washington State University,138,1530,474,224,76,.414,.326,.677,11.1,3.4,1.6,0.6,0.9,.027
51,PHO,Mike Morrison,Loyola College in Maryland,36,153,72,20,11,.338,.286,.800,4.3,2.0,0.6,0.3,-0.3,-0.106
52,PHO,Greg Grant,Trenton State University,274,3350,767,248,751,.383,.281,.710,12.2,2.8,0.9,2.7,1.6,.023
53,DAL,Jeff Hodge,University of South Alabama,,,,,,,,,,,,,,
54,PHI,Toney Mack,University of Georgia,,,,,,,,,,,,,,
