Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
18,DET,Joe Dumars,McNeese State University,1018,35139,16401,2203,4612,.460,.382,.843,34.5,16.1,2.2,4.5,86.2,.118
19,HOU,Steve Harris,University of Tulsa,207,2840,1440,365,238,.434,.050,.842,13.7,7.0,1.8,1.1,3.1,.053
20,BOS,Sam Vincent,Michigan State University,396,7527,3106,819,1543,.449,.182,.863,19.0,7.8,2.1,3.9,10.9,.069
21,PHI,Terry Catledge,University of South Alabama,515,13541,6520,3314,459,.485,.094,.654,26.3,12.7,6.4,0.9,20.9,.074
22,MIL,Jerry Reynolds,Louisiana State University,443,8379,4036,1317,904,.418,.226,.749,18.9,9.1,3.0,2.0,10.5,.060
23,LAL,A.C. Green,Oregon State University,1278,36552,12331,9473,1400,.494,.254,.734,28.6,9.6,7.4,1.1,99.5,.131
24,POR,Terry Porter,University of Wisconsin-Stevens Point,1274,35354,15586,3872,7160,.463,.386,.836,27.8,12.2,3.0,5.6,110.4,.150
25,POR,Mike Smrek,Canisius College,194,1890,554,422,49,.431,.000,.617,9.7,2.9,2.2,0.3,0.7,.018
26,IND,Bill Martin,Georgetown University,84,860,397,136,58,.449,.000,.813,10.2,4.7,1.6,0.7,0.3,.016
27,IND,Dwayne McClain,Villanova University,45,461,157,30,67,.383,.111,.514,10.2,3.5,0.7,1.5,-0.3,-0.026
28,CHI,Ken Johnson,Michigan State University,64,815,263,243,19,.528,,.435,12.7,4.1,3.8,0.3,0.8,.044
29,SAS,Mike Brittain,University of South Carolina,38,248,63,53,7,.500,,.524,6.5,1.7,1.4,0.2,-0.1,-0.011
30,CLE,Calvin Duncan,Virginia Commonwealth University,,,,,,,,,,,,,,
31,WSB,Manute Bol,University of Bridgeport,624,11698,1599,2647,171,.407,.210,.561,18.7,2.6,4.2,0.3,12.3,.051
32,PHO,Nick Vanos,Santa Clara University,68,842,222,240,59,.383,.000,.561,12.4,3.3,3.5,0.9,-0.1,-0.007
33,PHI,Greg Stokes,University of Iowa,42,384,130,62,17,.445,.000,.696,9.1,3.1,1.5,0.4,0.3,.041
34,CHI,Aubrey Sherrod,Wichita State University,,,,,,,,,,,,,,
35,SAS,Tyrone Corbin,DePaul University,1065,27657,9766,5046,1894,.456,.299,.791,26.0,9.2,4.7,1.8,56.5,.098
36,NJN,Yvon Joseph,Georgia Institute of Technology,1,5,2,0,0,,,1.000,5.0,2.0,0.0,0.0,0.0,.309
37,UTA,Carey Scurry,Long Island University,180,2376,847,524,192,.480,.250,.666,13.2,4.7,2.9,1.1,5.3,.107
38,NJN,Fernando Martin,,24,146,22,28,9,.290,.000,.364,6.1,0.9,1.2,0.4,-0.4,-0.144
39,POR,George Montgomery,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,
40,DAL,Mark Acres,Oral Roberts University,375,5982,1343,1525,180,.506,.538,.665,16.0,3.6,4.1,0.5,9.3,.075
41,ATL,Lorenzo Charles,North Carolina State University,36,273,122,39,8,.557,,.667,7.6,3.4,1.1,0.2,0.5,.086
42,GSW,Bobby Lee Hurt,University of Alabama,,,,,,,,,,,,,,
43,DEN,Barry Stevens,Iowa State University,2,6,2,2,0,.500,,,3.0,1.0,1.0,0.0,0.0,.157
44,PHI,Voise Winters,Bradley University,4,17,6,3,0,.231,.000,,4.3,1.5,0.8,0.0,-0.1,-0.355
45,CLE,Hot Rod Williams,Tulane University,887,26327,9784,5998,1592,.480,.105,.726,29.7,11.0,6.8,1.8,70.5,.129
46,CHI,Adrian Branch,University of Maryland,130,1429,834,253,96,.455,.231,.744,11.0,6.4,1.9,0.7,2.1,.070
47,NYK,Gerald Wilkins,University of Tennessee at Chattanooga,900,26084,11736,2646,2697,.450,.316,.745,29.0,13.0,2.9,3.0,33.9,.062
48,IND,Kenny Patterson,DePaul University,,,,,,,,,,,,,,
49,GSW,Brad Wright,University of California Los Angeles,16,145,54,54,1,.412,.000,.429,9.1,3.4,3.4,0.1,-0.1,-0.045
50,DAL,Leonard Allen,San Diego State University,,,,,,,,,,,,,,
51,SAC,Charles Bradley,University of South Florida,,,,,,,,,,,,,,
52,LAC,Anicet Lavodrama,Houston Baptist University,,,,,,,,,,,,,,
53,SEA,Rolando Lamb,Virginia Commonwealth University,,,,,,,,,,,,,,
54,HOU,Sam Mitchell,Mercer University,994,22257,8636,3711,1089,.447,.223,.784,22.4,8.7,3.7,1.1,41.7,.090
55,CLE,Herb Johnson,University of Tulsa,,,,,,,,,,,,,,
56,PHO,Jerry Everett,Lamar University,,,,,,,,,,,,,,
57,HOU,Michael Payne,University of Iowa,,,,,,,,,,,,,,
58,WSB,Vernon Moore,Creighton University,,,,,,,,,,,,,,
59,ATL,Sedric Toney,University of Dayton,112,1410,409,98,235,.365,.341,.781,12.6,3.7,0.9,2.1,0.0,.000
60,DET,Andre Goode,Northwestern University,,,,,,,,,,,,,,
61,POR,Perry Young,Virginia Polytechnic Institute and State University,9,72,13,8,7,.286,,.500,8.0,1.4,0.9,0.8,-0.1,-0.047
62,NJN,Nigel Manuel,University of California Los Angeles,,,,,,,,,,,,,,
63,DAL,Harold Keeling,Santa Clara University,20,75,44,6,10,.436,,.714,3.8,2.2,0.3,0.5,0.1,.041
64,DET,Richie Johnson,University of Evansville,,,,,,,,,,,,,,
65,WSB,Ken Perry,Southern Illinois University,,,,,,,,,,,,,,
66,SAC,Michael Adams,Boston College,653,20446,9621,1900,4209,.415,.332,.849,31.3,14.7,2.9,6.4,46.9,.110
67,PHI,Steve Black,La Salle University,,,,,,,,,,,,,,
68,MIL,Eugene McDowell,University of Florida,,,,,,,,,,,,,,
69,CHI,Mike Brown,George Washington University,626,10961,3130,2762,424,.455,.125,.690,17.5,5.0,4.4,0.7,15.9,.069
70,BOS,Andre Battle,Loyola University of Chicago,,,,,,,,,,,,,,
71,GSW,Luster Goodwin,University of Texas at El Paso,,,,,,,,,,,,,,
72,IND,Vince Hamilton,Clemson University,,,,,,,,,,,,,,
73,NYK,Fred Cofield,Eastern Michigan University,50,496,169,51,86,.395,.188,.600,9.9,3.4,1.0,1.7,-0.5,-0.044
74,LAC,Jim Deines,Arizona State University,,,,,,,,,,,,,,
75,SEA,Alex Stivrins,University of Colorado,22,90,44,22,4,.465,.000,.500,4.1,2.0,1.0,0.2,-0.1,-0.043
76,SAC,Willie Simmons,Louisiana Tech University,,,,,,,,,,,,,,
77,ATL,Arvydas Sabonis,,470,11375,5629,3436,964,.500,.328,.786,24.2,12.0,7.3,2.1,47.3,.200
78,PHO,Granger Hall,Temple University,,,,,,,,,,,,,,
79,CLE,Mark Davis,Old Dominion University,33,258,127,37,14,.480,.100,.824,7.8,3.8,1.1,0.4,0.7,.134
80,CHI,Craig Beard,Samford University,,,,,,,,,,,,,,
81,WSB,Richie Adams,University of Nevada Las Vegas,,,,,,,,,,,,,,
82,SAS,Scott Roth,University of Wisconsin,160,1798,751,204,186,.375,.291,.730,11.2,4.7,1.3,1.2,1.1,.030
83,UTA,Delaney Rudd,Wake Forest University,239,2357,816,184,519,.413,.257,.761,9.9,3.4,0.8,2.2,0.7,.014
84,ATL,John Battle,Rutgers University,612,10910,5338,824,1257,.464,.273,.793,17.8,8.7,1.3,2.1,17.9,.079
85,POR,Joe Atkinson,Oklahoma State University,,,,,,,,,,,,,,
86,DAL,Bubba Jennings,Texas Tech University,,,,,,,,,,,,,,
87,DET,Spud Webb,North Carolina State University,814,20288,8072,1742,4342,.452,.314,.848,24.9,9.9,2.1,5.3,40.2,.095
88,HOU,Mike Brooks,University of Tennessee,,,,,,,,,,,,,,
89,DEN,Pete Williams,University of Arizona,58,583,153,147,15,.602,,.425,10.1,2.6,2.5,0.3,1.4,.112
90,PHI,Derrick Gervin,University of Texas at San Antonio,77,1082,676,175,38,.435,.226,.764,14.1,8.8,2.3,0.5,2.1,.095
91,MIL,Cozell McQueen,North Carolina State University,3,7,6,8,0,1.000,,,2.3,2.0,2.7,0.0,0.1,.627
92,LAL,Dexter Shouse,University of South Alabama,3,18,0,0,2,.000,.000,,6.0,0.0,0.0,0.7,-0.1,-0.281
93,BOS,Cliff Weber,Liberty University,,,,,,,,,,,,,,
94,IND,Kelvin Johnson,University of Richmond,,,,,,,,,,,,,,
95,GSW,Greg Cavener,University of Missouri,,,,,,,,,,,,,,
96,NYK,Mike Schlegel,Virginia Commonwealth University,,,,,,,,,,,,,,
97,SEA,Lou Stefanovic,Illinois State University,,,,,,,,,,,,,,
98,SAC,Bob Lojewski,Saint Joseph's University,,,,,,,,,,,,,,
99,LAC,Wayne Carlander,University of Southern California,,,,,,,,,,,,,,
100,ATL,Larry Hampton,Hampton University,,,,,,,,,,,,,,
101,CLE,Gunther Behnke,,,,,,,,,,,,,,,
102,PHO,Shawn Campbell,Weber State University,,,,,,,,,,,,,,
103,CHI,Reid Gettys,University of Houston,,,,,,,,,,,,,,
104,WSB,Dean Shaffer,Florida State University,,,,,,,,,,,,,,
105,UTA,Ray Hall,Canisius College,,,,,,,,,,,,,,
106,SAS,Clayton Olivier,University of Southern California,,,,,,,,,,,,,,
107,POR,James Anderson,Union College,,,,,,,,,,,,,,
108,NJN,Kelly Blaine,University of South Alabama,,,,,,,,,,,,,,
109,DAL,Tommy Davis,University of Minnesota,,,,,,,,,,,,,,
110,DET,Mike Lahm,Murray State University,,,,,,,,,,,,,,
111,IND,Ivan Daniels,University of Illinois at Chicago,,,,,,,,,,,,,,
112,DEN,Kenny Brown,Texas A&M University,,,,,,,,,,,,,,
113,PHI,Carl Wright,Southern Methodist University,,,,,,,,,,,,,,
114,MIL,Ray Knight,Providence College,,,,,,,,,,,,,,
115,LAL,Timo Saarelainen,Brigham Young University,,,,,,,,,,,,,,
116,BOS,Albert Butts,La Salle University,,,,,,,,,,,,,,
117,GSW,Gerald Crosby,University of Georgia,,,,,,,,,,,,,,
118,IND,Stu Primus,Boston College,,,,,,,,,,,,,,
119,NYK,Kent Lockhart,University of Texas at El Paso,,,,,,,,,,,,,,
120,SAC,Charles Valentine,University of Arkansas,,,,,,,,,,,,,,
121,LAC,Malcolm Thomas,University of Missouri,,,,,,,,,,,,,,
122,SEA,Earl Walker,Mercer University,,,,,,,,,,,,,,
123,ATL,Tony Duckett,Lafayette College,,,,,,,,,,,,,,
124,PHO,Charles Rayne,Temple University,,,,,,,,,,,,,,
125,CLE,Ricky Johnson,Illinois State University,,,,,,,,,,,,,,
126,CHI,Dan Meagher,Duke University,,,,,,,,,,,,,,
127,WSB,Matt England,Houston Baptist University,,,,,,,,,,,,,,
128,SAS,Chris Harper,University of Oregon,,,,,,,,,,,,,,
129,UTA,Jim Miller,University of Virginia,,,,,,,,,,,,,,
130,NJN,George Almones,University of Louisiana at Lafayette,,,,,,,,,,,,,,
131,POR,Curtis Moore,University of Nebraska,,,,,,,,,,,,,,
132,DAL,Carlton Cooper,University of Texas at Austin,,,,,,,,,,,,,,
133,DET,Vincent Giles,Eastern Michigan University,,,,,,,,,,,,,,
134,HOU,Sam Potter,Oral Roberts University,,,,,,,,,,,,,,
135,DEN,Joe Carrabino,Harvard University,,,,,,,,,,,,,,
136,PHI,Daryl Lloyd,Drake University,,,,,,,,,,,,,,
137,MIL,Quentin Anderson,Texas Tech University,,,,,,,,,,,,,,
138,LAL,Tony Neal,California State University Fullerton,,,,,,,,,,,,,,
139,BOS,Ralph Lewis,La Salle University,99,672,229,118,29,.414,.250,.562,6.8,2.3,1.2,0.3,0.0,-0.003
140,IND,Jeff Acres,Oral Roberts University,,,,,,,,,,,,,,
141,GSW,Eric Boyd,North Carolina Agricultural and Technical State University,,,,,,,,,,,,,,
142,NYK,Ken Bantum,Cornell University,,,,,,,,,,,,,,
143,LAC,Gary Maloncon,University of California Los Angeles,,,,,,,,,,,,,,
144,SEA,Michael Phelps,Alcorn State University,132,1372,470,141,138,.416,.091,.639,10.4,3.6,1.1,1.0,0.3,.012
145,SAC,Alton Lee Gipson,Florida State University,,,,,,,,,,,,,,
146,ATL,Bob Ferry,Harvard University,,,,,,,,,,,,,,
147,CLE,Buzz Peterson,University of North Carolina,,,,,,,,,,,,,,
148,PHO,Georgi Glouchkov,,49,772,239,163,32,.402,1.000,.574,15.8,4.9,3.3,0.7,-0.5,-0.029
149,CHI,Jeff Adkins,University of Maryland,,,,,,,,,,,,,,
150,WSB,Keith Gray,University of Detroit Mercy,,,,,,,,,,,,,,
151,UTA,Mike Wacker,University of Texas at San Antonio,,,,,,,,,,,,,,
152,SAS,Al Young,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,
153,POR,Mark Owen,Albertson College of Idaho,,,,,,,,,,,,,,
154,NJN,Gary McLain,Villanova University,,,,,,,,,,,,,,
155,DAL,Ed Catchings,University of Nevada Las Vegas,,,,,,,,,,,,,,
156,DET,Frank James,University of Nevada Las Vegas,,,,,,,,,,,,,,
157,IND,Don Turney,Marshall University,,,,,,,,,,,,,,
158,DEN,Eddie Smith,University of Arizona,,,,,,,,,,,,,,
159,PHI,Jaye Andrews,Bucknell University,,,,,,,,,,,,,,
160,MIL,Mario Elie,American International College,732,18654,6265,2017,1875,.473,.365,.854,25.5,8.6,2.8,2.6,48.9,.126
161,LAL,Keith Cleplicki,College of William & Mary,,,,,,,,,,,,,,
162,BOS,Chris Remly,Rutgers University,,,,,,,,,,,,,,
