Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
26,MIN,Ndudi Ebi,,19,86,40,19,4,.486,.000,.462,4.5,2.1,1.0,0.2,0.1,.051
27,MEM,Kendrick Perkins,,614,14250,3663,3778,662,.542,.000,.606,23.2,6.0,6.2,1.1,27.1,.091
28,SAS,Leandro Barbosa,,629,14994,7566,1371,1481,.460,.391,.821,23.8,12.0,2.2,2.4,31.5,.101
29,DAL,Josh Howard,Wake Forest University,507,15350,7270,2886,817,.448,.332,.770,30.3,14.3,5.7,1.6,38.0,.119
30,NYK,Maciej Lampe,,64,632,215,142,22,.407,.250,.676,9.9,3.4,2.2,0.3,-0.2,-0.014
31,CLE,Jason Kapono,University of California Los Angeles,509,9068,3398,844,417,.442,.434,.835,17.8,6.7,1.7,0.8,10.3,.055
32,LAL,Luke Walton,University of Arizona,564,9685,2649,1588,1317,.429,.326,.715,17.2,4.7,2.8,2.3,13.5,.067
33,MIA,Jerome Beasley,University of North Dakota,2,5,2,1,0,.333,,,2.5,1.0,0.5,0.0,0.0,-0.117
34,LAC,Sofoklis Schortsanitis,,,,,,,,,,,,,,,
35,MIL,Szymon Szewczyk,,,,,,,,,,,,,,,
36,CHI,Mario Austin,Mississippi State University,,,,,,,,,,,,,,
37,ATL,Travis Hansen,Brigham Young University,41,507,123,70,19,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,.019
38,WAS,Steve Blake,University of Maryland,676,16810,4680,1431,2651,.405,.389,.784,24.9,6.9,2.1,3.9,24.1,.069
39,NYK,Slavko Vranes,,1,3,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-0.371
40,GSW,Derrick Zimmerman,Mississippi State University,2,32,4,4,7,.667,,,16.0,2.0,2.0,3.5,0.0,.004
41,SEA,Willie Green,University of Detroit Mercy,624,12963,5480,1146,900,.430,.347,.761,20.8,8.8,1.8,1.4,12.5,.046
42,ORL,Zaza Pachulia,,689,14063,4684,3768,659,.465,.000,.733,20.4,6.8,5.5,1.0,30.5,.104
43,MIL,Keith Bogans,University of Kentucky,665,14472,4245,1814,863,.394,.353,.715,21.8,6.4,2.7,1.3,20.3,.067
44,HOU,Malick Badiane,,,,,,,,,,,,,,,
45,CHI,Matt Bonner,University of Florida,629,11525,4095,2099,465,.468,.417,.778,18.3,6.5,3.3,0.7,33.8,.141
46,DEN,Sani Becirovic,,,,,,,,,,,,,,,
47,UTA,Mo Williams,University of Alabama,635,19310,8736,1865,3147,.440,.386,.869,30.4,13.8,2.9,5.0,34.7,.086
48,NOH,James Lang,,11,55,11,11,2,.444,,.600,5.0,1.0,1.0,0.2,0.1,.047
49,IND,James Jones,University of Miami,536,9349,3060,1104,305,.399,.399,.853,17.4,5.7,2.1,0.6,20.9,.107
50,PHI,Paccelis Morlende,,,,,,,,,,,,,,,
51,NJN,Kyle Korver,Creighton University,738,18335,7117,2162,1199,.434,.419,.875,24.8,9.6,2.9,1.6,44.1,.115
52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,
53,CHI,Tommy Smith,Arizona State University,,,,,,,,,,,,,,
54,POR,Nedzad Sinanovic,,,,,,,,,,,,,,,
55,MIN,Rick Rickert,University of Minnesota,,,,,,,,,,,,,,
56,BOS,Brandon Hunter,Ohio University,67,630,220,187,22,.476,.000,.488,9.4,3.3,2.8,0.3,0.7,.055
57,DAL,Xue Yuyang,,,,,,,,,,,,,,,
58,DET,Andreas Glyniadakis,,13,81,17,8,1,.471,,.500,6.2,1.3,0.6,0.1,-0.2,-0.143
